Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2020-03-09,5483,5483,5483,5483
2020-03-10,5598,5598,5598,5598
2020-03-11,5552,5552,5552,5552
2020-03-12,5386.5,5386.5,5386.5,5386.5
2020-03-13,5530.5,5530.5,5530.5,5530.5
2020-03-16,5211,5211,5211,5211
2020-03-17,5205,5205,5205,5205
2020-03-18,4860.5,4860.5,4860.5,4860.5
2020-03-19,4685,4685,4685,4685
2020-03-20,4855,4855,4855,4855
2020-03-23,4617.5,4617.5,4617.5,4617.5
2020-03-24,4789.5,4789.5,4789.5,4789.5
2020-03-25,4754,4754,4754,4754
2020-03-26,4775.5,4775.5,4775.5,4775.5
2020-03-27,4774,4774,4774,4774
2020-03-30,4763,4763,4763,4763
2020-03-31,4797,4797,4797,4797
2020-04-01,4772,4772,4772,4772
2020-04-02,4821.5,4821.5,4821.5,4821.5
2020-04-03,4863.5,4863.5,4863.5,4863.5
2020-04-06,4867,4867,4867,4867
2020-04-07,5067.5,5067.5,5067.5,5067.5
2020-04-08,4976,4976,4976,4976
2020-04-09,4963.5,4963.5,4963.5,4963.5
2020-04-14,5119,5119,5119,5119
2020-04-15,5054.5,5054.5,5054.5,5054.5
2020-04-16,5098.5,5098.5,5098.5,5098.5
2020-04-17,5175.5,5175.5,5175.5,5175.5
2020-04-20,5169.5,5169.5,5169.5,5169.5
2020-04-21,4994.5,4994.5,4994.5,4994.5
2020-04-22,5034,5034,5034,5034
2020-04-23,5120.5,5120.5,5120.5,5120.5
2020-04-24,5118,5118,5118,5118
2020-04-27,5165.5,5165.5,5165.5,5165.5
2020-04-28,5169.5,5169.5,5169.5,5169.5
2020-04-29,5184,5184,5184,5184
2020-04-30,5231,5231,5231,5231
2020-05-01,5061,5061,5061,5061
2020-05-04,5058,5058,5058,5058
2020-05-05,5111.5,5111.5,5111.5,5111.5
2020-05-06,5199.5,5199.5,5199.5,5199.5
2020-05-07,5227.5,5227.5,5227.5,5227.5
2020-05-08,5227.5,5227.5,5227.5,5227.5
2020-05-11,5231,5231,5231,5231
2020-05-12,5234,5234,5234,5234
2020-05-13,5212.5,5212.5,5212.5,5212.5
2020-05-14,5155.5,5155.5,5155.5,5155.5
2020-05-15,5165,5165,5165,5165
2020-05-18,5249.5,5249.5,5249.5,5249.5
2020-05-19,5314,5314,5314,5314
2020-05-20,5333,5333,5333,5333
2020-05-21,5387,5387,5387,5387
2020-05-22,5242.5,5242.5,5242.5,5242.5
2020-05-26,5341.5,5341.5,5341.5,5341.5
2020-05-27,5308.5,5308.5,5308.5,5308.5
2020-05-28,5278.5,5278.5,5278.5,5278.5
2020-05-29,5332.5,5332.5,5332.5,5332.5
2020-06-01,5376.5,5376.5,5376.5,5376.5
2020-06-02,5463,5463,5463,5463
2020-06-03,5499,5499,5499,5499
2020-06-04,5452.5,5452.5,5452.5,5452.5
2020-06-05,5588,5588,5588,5588
2020-06-08,5659,5659,5659,5659
2020-06-09,5680.5,5680.5,5680.5,5680.5
2020-06-10,5801,5801,5801,5801
2020-06-11,5801.5,5801.5,5801.5,5801.5
2020-06-12,5785.5,5785.5,5785.5,5785.5
2020-06-15,5646,5646,5646,5646
2020-06-16,5759.5,5759.5,5759.5,5759.5
2020-06-17,5734,5734,5734,5734
2020-06-18,5799,5799,5799,5799
2020-06-19,5835.5,5835.5,5835.5,5835.5
2020-06-22,5825,5825,5825,5825
2020-06-23,5895,5895,5895,5895
2020-06-24,5871,5871,5871,5871
2020-06-25,5880.5,5880.5,5880.5,5880.5
2020-06-26,5985.5,5985.5,5985.5,5985.5
2020-06-29,5957,5957,5957,5957
2020-06-30,6038,6038,6038,6038
2020-07-01,6016.5,6016.5,6016.5,6016.5
2020-07-02,6080,6080,6080,6080
2020-07-03,6022.5,6022.5,6022.5,6022.5
2020-07-06,6112,6112,6112,6112
2020-07-07,6086,6086,6086,6086
2020-07-08,6194,6194,6194,6194
2020-07-09,6339.5,6339.5,6339.5,6339.5
2020-07-10,6322.5,6322.5,6322.5,6322.5
2020-07-13,6545,6545,6545,6545
